ArchiveYear	CalFireIncident	Counties	Latitude	Longitude	year	month	day	MajorIncident	AdminUnit	CanonicalUrl	ConditionStatement	ControlStatement	CountyIds	Extinguished	FuelType	Location	Name	SearchDescription	SearchKeywords	Started	UniqueId	Updated	Group	Selected
2017.0	False	Tulare	36.15356	-118.74103	2017	08	29	True	CAL FIRE Tulare Unit / USFS - Sequoia National Forest	/incidents/2017/8/29/pier-fire/			54	2018-01-09T12:47:00Z		Highway 190, east of Springville	Pier Fire	The Pier fire started on August 29, 2017 off Highway 190, east of Springville in the Sequoia National Forest in Tulare County.	Pier Fire, Tulare County, Springville, August 29, 2017, Sequoia National Forest	2017-08-29T08:29:00Z	c8ebf0c1-e560-4e22-a946-129af8699dfb	2018-01-09T12:47:00Z	G1	No
2017.0	True	Mendocino	39.24873	-123.16635	2017	10	08	True	CAL FIRE Mendocinio Unit	/incidents/2017/10/8/redwood-valley-fire-mendocino-lake-complex/	"<p><a href=""http://www.fire.ca.gov/communications/downloads/Watershed_reports/20171115_RedwoodWERT.pdf"" target=""_blank"">State's Post Fire Watershed Emergency Response Report</a>"		23	2018-02-09T08:56:00Z		North of Hwy 20, west of Mendocino National Forest, south of Black Bart	Redwood Valley Fire (Mendocino Lake Complex)	The Redwood fire started on October 9, 2017 north of Hwy 20 and west of Mendocino National Forest, south of Black Bart in Mendocino County. It was contained on October 26, 2017.	Mendocino County, Redwood Fire, October 2017, Hwy 20, Mendocino National Forest	2017-10-08T23:36:00Z	c229ea5c-2ebd-4f80-892e-fc5da8a1eeea	2019-10-25T08:48:34.13Z	G1	No
2017.0	True	San Luis Obispo	35.0179	-120.3223	2017	07	06	True	Unified Command: CAL FIRE San Luis Obispo Unit / Santa Barbara County / Los Padres National Forest	/incidents/2017/7/6/alamo-fire/	"<p>CAL FIRE Incident Management Team 1 (IMT1) appreciates all the community support in battling the Alamo Fire. CAL FIRE IMT1 will transition management of the Alamo Fire back to the local CAL FIRE SLU unit today at 2:00 PM.
<p>For up-to-date CAL FIRE incident’s, download the free CALFIRE app from you app store. You can also find up-to-date information on our Twitter handle, @CAL_FIRE"	None	40	2018-01-09T11:46:00Z		Off Highway 166 near Twitchell Reservoir	Alamo Fire	The Alamo Fire started on July 6, 2017 off Highway 166 near Twitchell Reservoir (San Luis Obispo County) and burned 28,687 acres.	Alamo Fire, San Luis Obispo County, Highway 166, Twitchell Reservoir, July 2017	2017-07-06T15:44:00Z	5a43b164-04d0-46ea-992e-ea5aa283305f	2018-01-09T11:46:00Z	G1	No
2017.0	True	Sonoma	38.76549	-122.90939	2017	10	09	True	CAL FIRE Sonoma-Lake-Napa Unit	/incidents/2017/10/9/pocket-fire-central-lnu-complex/	"<p><a href=""http://www.fire.ca.gov/communications/downloads/Watershed_reports/20171115_PocketFireWERT.pdf"" target=""_blank"">State's Post Fire Watershed Emergency Response Report</a> <p>See the latest <a href=""http://cdfdata.fire.ca.gov/admin8327985/cdf/images/incidentfile1868_3120.pdf"" target=""_blank"">Incident Update</a> for more information on this fire.

<p> <a href=""http://sonomamap.maps.arcgis.com/apps/webappviewer/index.html?id=f41e7c1816254598a8d1099b1ec36f8d ""target=""_blank"">Central LNU Complex Evacuation Map</a> 

<p> Resources:
<p> <li> <a href="" http://www.sonomacounty.com/fire"" target=""_blank"">Sonoma County Fire Information</a> 
<li> <a href="" http://sonomacounty.ca.gov/Home/"" target=""_blank"">Sonoma County Website</a> 
<li> <a href=""http://calfire-forestry.maps.arcgis.com/apps/PublicInformation/index.html?appid=5bbcbed430ad45e5a38e6be155ef5fec"" target=""_blank"">CAL FIRE Structure Status Map</a> Please note that damage assessment is still on-going. If a structure point does not appear on the map it may still have been impacted by the fires."		49	2018-02-09T09:32:00Z		off of Pocket Ranch Rd and Ridge Ranch Rd, Geyserville	Pocket Fire (Central LNU Complex)	The Pocket Fire, part of the Central LNU Complex, started on October 9, 2017 off of Pocket Ranch Rd and Ridge Ranch Rd, Geyserville (Sonoma County) and burned 17,357 acres. It was contained on October 31, 2017.	Pocket, Fire, Ranch, Road, Ridge, Ranch, Geyserville, Sonoma, County, October, 2017	2017-10-09T03:30:00Z	0de36981-b31f-45c7-befd-1596f982e7db	2018-02-09T09:32:00Z	G1	No
2017.0	False	Los Angeles	34.31283	-118.35863	2017	12	05	True	Angeles National Forest	/incidents/2017/12/5/creek-fire/			19	2018-08-06T10:52:00Z		Kagel Canyon Rd, north of Lake View terrace	Creek Fire	The Creek Fire started on December 5, 2017 off Kagel Canyon Road, north of Lake View Terrace in Los Angeles County.	Creek Fire, December 5, 2017, Los Angeles County, Angeles National Forest, LA City Fire	2017-12-05T03:44:00Z	a245b55b-3eb7-49dd-9a5e-909d53854055	2018-08-06T10:52:00Z	G1	No
2017.0	True	Fresno	36.12089	-120.37116	2017	05	18	True	CAL FIRE/Fresno County Fire	/incidents/2017/5/18/elm-fire/	"Crews continue to reinforce and hold containment lines. Suppression repair has begun. Crews continue to mop up and focus on interior islands of the fire. The demobilization process has started and will continue through tomorrow. For more information visit: <a href=""http://www.fire.ca.gov"" target=""_blank"">link</a> and <a href=""http://www.readyforwildfire.org"" target=""_blank"">link</a>"	All Road Closures are cancelled	10	2018-01-09T10:04:00Z		off of Hwy 198 & Fire Stone, south of Coalinga	Elm Fire	The Elm Fire started on May 18, 2017 off of Hwy 198 & Alcalde Rd, south of Coalinga in Fresno County and burned 10,343 acres.	off of Hwy 198 & Alcalde Rd, south of Coalinga, Fresno County, Elm Fire, May 2017	2017-05-18T13:11:00Z	65062933-27cf-48d7-8e4c-9a7ac78e65ff	2018-01-09T10:04:00Z	G1	No
2017.0	True	Yuba	39.32198	-121.4021	2017	10	08	True	CAL FIRE Nevada-Yuba-Placer Unit	/incidents/2017/10/8/cascade-fire-wind-complex/	"Mop up and patrol continues as hose is pulled from the burn area. Firefighters improved containment line on both the Cascade and LaPorte fires while increasing line on the Lobo fire.  
 
<p>Anyone needing information for recovery please contact your county OES office.
<br>Butte County (530) 538-7373

<br>Yuba County (530) 749-7520
<br>Nevada County (530) 265-1515
<br>Butte County residents can call the Fire Assistance Center (530) 538-7473 starting
Monday, October 16th.
<p>CAL FIRE Incident Management Team 2 has transitioned the fires within the Wind Complex back to the local CAL FIRE Unit.


<p>See the latest <a href=""http://cdfdata.fire.ca.gov/pub/cdf/images/incidentfile1870_2961.pdf"" target=""_blank"">Incident Update</a> for more information on this fire.

<p><a href="" http://yuba.org/cascadefire/"" target=""_blank"">Yuba County Fire Information</a>"		58	2018-02-09T09:39:00Z		Cascade Way and Marysville Rd, north of Collins Lake	Cascade Fire (Wind Complex)	The Cascade Fire started on October 08, 2017 off Cascade Way and Marysville Rd, north of Collins Lake in Yuba County. This fire is a part of the Wind Complex and 2017 October Fire Siege.	Marysville Road, Collins Lake, Cascade way, Cascade fire, October 2017, Yuba County	2017-10-08T23:03:00Z	608ed849-d1ec-4b0d-a477-d1b8e9c7e6dd	2019-10-25T08:43:59.497Z	G1	No
2017.0	True	Orange	33.87041	-117.70975	2017	10	09	True	Unified Command: CAL FIRE, Orange County, Anaheim City and Orange City	/incidents/2017/10/9/canyon-2-fire/	"Minimal fire behavior was observed throughout the day. A Red Flag Warning was issued in the burn area but there was no significant fire activity. Firefighters continue to build and improve containment lines and made great progress throughout the weekend.
<p>All residential areas have been re-populated. The public is reminded to remain vigilant and monitor changes in weather and fire conditions. Please drive slowly as emergency crews and equipment are working throughout the fire area."	All Evacuation Orders have been lifted for the impacted fire areas as of October 11, 2017 at 5:00 p.m	30	2018-04-05T10:47:00Z		Off of East Santa Ana Canyon Rd, west of Gypsum Canyon	Canyon 2 Fire	The Canyon 2 Fire started on October 9, 2017 off East Santa Ana Canyon Rd, west of Gypsum Canyon (Orange County) and burned 9,217 acres.	Canyon, 2, Fire, October, 2017, Orange, County, East, Santa, Ana, Canyon, Road, Gypsum, Canyon	2017-10-09T09:51:00Z	969c721c-5f27-41d4-9a94-ffa12e351204	2018-04-05T10:47:00Z	G1	No
2017.0	True	Butte	39.62496	-121.52966	2017	10	08	True	CAL FIRE Butte Unit	/incidents/2017/10/8/cherokee-fire/	"The BTU Call Center is open: (530) 538-7826. 

<p>South, West & East flanks of the fire are holding, making progress on the North Flank."	Cherokee Road is now open.	4	2018-02-09T09:48:00Z		off Cherokee Road and Zonalea Lane, Oroville	Cherokee Fire	The Cherokee Fire started on October 8, 2017 off of Cherokee Road and Zonalea Lane, Oroville in Butte County.	Cherokee Road, Oroville, October 2017, Butte County, Cherokee Fire	2017-10-08T21:45:00Z	adf929a5-d508-4f69-8845-8fa1df8d4f95	2018-02-09T09:48:00Z	G1	No
2017.0	True	Butte	39.39455	-121.40613	2017	10	09	True	CAL FIRE/Butte County Fire	/incidents/2017/10/9/laporte-fire-wind-complex/	"Mop up and patrol continues as hose is pulled from the burn area. Firefighters improved containment line on both the Cascade and LaPorte fires while increasing line on the Lobo fire. 

p>See the latest <a href=""http://cdfdata.fire.ca.gov/pub/cdf/images/incidentfile1870_2961.pdf"" target=""_blank"">Incident Update</a> for more information on this fire."		4	2018-02-09T09:50:00Z		La Porte Rd and Oro Bangor Hwy, Bangor	LaPorte Fire (Wind Complex)	The La Porte fire started on October 9, 2017 off La Prote Road and Oro Bangor Hwy, Bangor in Butte County.	Bangor, La Porte Rd, October 2017, Butte County, Wind Complex	2017-10-09T00:57:00Z	4ca0e06c-4e6e-4e00-a4a4-6813e3200bd5	2018-02-09T09:50:00Z	G1	No
2017.0	True	Los Angeles	34.45283	-118.58188	2017	12	05	True	Unified Command: CAL FIRE, Los Angeles County Fire, Ventura County Fire, Los Angeles County Sheriff's Office, and Ventura County Sheriff's Office	/incidents/2017/12/5/rye-fire/	"<a href=""http://www.fire.ca.gov/communications/downloads/Watershed_reports/2017_201811118_RyeFireWERT.pdf"" target=""_blank"">RYE FIRE Watershed Emergency Response Team Final Report </a> 
<br><br>
Today firefighters continued to establish containment lines. Mop up will continue this
evening to ensure that the fire will remain within control lines. The Los Angeles County Fire
Department and The Los Angeles County Sheriff Department will remain in Unified Command
until fire containment is at 100%.


<p>12/12/17 PM - See the latest <a href=""http://cdfdata.fire.ca.gov/admin8327985/cdf/images/incidentfile1924_3201.pdf"" target=""_blank"">Incident Update</a> for more information on this fire."	None	19	2018-01-18T09:58:00Z		along Rye Canyon Loop, west Valencia	Rye Fire	The Rye fire started on December 5, 2017 off Rye Canyon Loop, west of Valencia in Los Angeles County and burned 6,049 acres. It was contained on December 12, 2017.	Rye Fire, Los Angeles County, Valencia, December 5, 2017	2017-12-05T11:31:00Z	1e11fa40-e850-45d2-b65e-05aadc9f02f1	2018-01-18T09:58:00Z	G1	No
2017.0	True	Butte	39.45352	-121.41222	2017	07	07	True	CAL FIRE Butte County Fire	/incidents/2017/7/7/wall-fire/	"Firefighters continue to hold and improve fire lines and mop up hot spots. All evacuation orders, warnings, and road closures have been lifted. Butte County has opened a Local Assistance Center at the Oroville Municipal Auditorium, 1200 Myers Street, for residents whose homes were damaged by the Wall Fire.

<p>For tips on returning home after a fire visit: visit www.buttecounty.net/pathtorecovery"	All road closures have been lifted.	4	2018-01-09T11:47:00Z		Chinese Wall Rd, north of Bangor	Wall Fire	The Wall Fire started burning on July 7, 2017 Chinese Wall Rd, 5 miles north of Bangor (Butte County) and burned 6,033 acres.	Wall Fire, July 2017, Chinese Wall Rd, Bangor, Butte county,	2017-07-07T14:52:00Z	8816f0da-0818-499a-9ff6-ba4fd56ca7c8	2018-01-09T11:47:00Z	G1	No
2017.0	True	Fresno	36.07228	-120.26561	2017	04	20	True	CAL FIRE Fresno Kings Unit	/incidents/2017/4/20/jayne-fire/			10	2018-01-09T09:51:00Z		Off of Hwy 33 and Lost Hills south of Coalinga	Jayne Fire	Jayne Fire started on April 20, 2017 off of Highway 33 and Lost Hills, Fresno County and burned 5,738 acres.	Jayne Fire off of Highway 33 and Lost Hills, Fresno County, April 2017	2017-04-20T15:40:00Z	0cacf259-1ba3-4e8c-a938-feaab2655c4b	2018-01-09T09:51:00Z	G1	No
2017.0	True	San Diego	33.3237	-117.163	2017	12	07	True	CAL FIRE San Diego Unit	/incidents/2017/12/7/lilac-fire/	"<p>12/13/17 PM - See the latest <a href=""http://cdfdata.fire.ca.gov/admin8327985/cdf/images/incidentfile1928_3229.pdf"" target=""_blank"">Incident Update</a>  for more information on this fire."	All roads reopened.	37	2018-01-09T13:47:00Z		Old Hwy 395 at Dulin Road, Bonsall	Lilac Fire	The Lilac Fire started on December 7, 2017 at Old Hwy 395 at Dulin Road, Bonsall in San Diego County and burned 4,100 acres. It was contained on December 16, 2017.	Lilac Fire, San Diego County, December 7, 2017,  Hwy 395, Lilac Rd,	2017-12-07T11:15:00Z	fc4fcd00-8eee-43e5-b77f-bbd0c1669744	2018-01-09T13:47:00Z	G1	No
2017.0	True	Riverside	33.97471	-117.09984	2017	09	02	True	CAL FIRE Riverside Unit	/incidents/2017/9/2/palmer-fire/		San Timoteo Canyon Road CLOSED from Live Oak Road to Palmer Road	33	2018-01-09T12:50:00Z		San Timoteo Canyon Road / Fisherman's Retreat, Beaumont	Palmer Fire	The Palmer fire started September 2 2017 off San Timoteo Canyon Road and Fisherman's Retreat, Beaumont (Riverside County) and burned 3,874 acres.	Palmer Fire, September 2 2017, San Timoteo, Canyon Road, Fisherman's Retreat, Beaumont, Riverside County	2017-09-02T13:33:00Z	cfa04438-152b-4f4b-a712-4343af8c7fcf	2018-01-09T12:50:00Z	G1	No
2017.0	True	Yolo	38.49521	-122.0251	2017	07	06	True	CAL FIRE Sonoma-Lake-Napa Unit	/incidents/2017/7/6/winters-fire/	Firefighters have contained the fire and will demobilizing tomorrow morning for reassignment to new incidents.	All road closures have been lifted.	57	2018-01-09T11:45:00Z		Hwy 128 and Pleasant View Rd, south west of Winters	Winters Fire	The Winter Fire started July 6, 2017 off Highway 128 and Pleasant View Rd, 3 miles southwest of Winters (Yolo County) and burned 2,269 acres.	Winter Fire, Highway 128, Pleasant View Road, Winter, July  2017, Yolo County	2017-07-06T12:41:00Z	a7509e35-3083-4306-bcce-ebf6d101b62a	2018-01-09T11:45:00Z	G1	No
2017.0	True	Lake	39.01387	-122.64543	2017	10	08	True	CAL FIRE Sonoma-Lake-Napa Unit	/incidents/2017/10/8/sulphur-fire-mendocino-lake-complex/	"<p><a href=""http://www.fire.ca.gov/communications/downloads/Watershed_reports/20171115_SulphurFireWERT.pdf"" target=""_blank"">State's Post Fire Watershed Emergency Response Report</a> 
<p>Fire personnel will remain at scene working to extinguish hot spots and improve containment lines. Damage assessment has been completed. Fire suppression repair continues to minimize
the effects of the fire’s damage. 

<p>10/20/17 AM - See the latest <a href="" http://cdfdata.fire.ca.gov/pub/cdf/images/incidentfile1874_3012.pdf"" target=""_blank"">Incident Update</a> for more information on this fire."		17	2018-02-09T09:29:00Z		off Hwy 20 and Sulphur Bank Road, Clearlake Oaks	Sulphur Fire (Mendocino Lake Complex)	The Sulphur fire started on October 9, 2017 off Hwy 20 and Sulphur Bank Road, Clearlake Oaks in Lake County. It was contained on October 26.	Sulphur Fire, Lake County, October 9, 2017, Clearlake Oaks, Mendocino Lake Complex	2017-10-08T23:59:00Z	0f32c2db-7d28-4cf6-85b8-44b53899c8eb	2018-02-09T09:29:00Z	G1	No
2017.0	True	San Diego	32.65597	-116.80527	2017	05	20	True	CAL FIRE San Diego Unit	/incidents/2017/5/20/gate-fire/	Overnight temperatures and a rise in humidity allowed firefighters to make meaningful progress toward complete containment. Fire is primarily burning in grass with some sparse brush.	All Road Closures are lifted. Please drive with caution.	37	2018-01-09T10:06:00Z		off of Hwy 94 and Otay Truck Trail, northwest of Dulzura	Gate Fire	The Gate Fire started on May 20, 2017 off of Hwy 94 and Otay Truck Trail, northwest of Dulzura (San Diego County) and burned 2,056 acres.	Gate Fire, May 2017, Hwy 94 and Otay Truck Trail, northwest of Dulzura, San Diego County	2017-05-20T23:19:00Z	c4d0a25f-02f6-4877-a944-8f5d50bf2335	2018-01-09T10:06:00Z	G1	No
2017.0	True	Fresno	35.95911	-120.55579	2017	07	17	True	CAL FIRE / Fresno County Fire	/incidents/2017/7/17/park-fire/	Firefighters are constructing and improving containment line, patrolling the fires perimeter and mopping up smoldering areas.	Parkfield – Coalinga Grade from Jacalitos Canyon Road to Valerian (V6) Ranch (where asphalt ends)	10	2018-01-09T11:58:00Z		Parkfield Rd and Hwy 198, 7 miles west of Coalinga	Park Fire	The Park Fire started on July 17, 2017 off Parkfield Rd and Hwy 198, 7 miles west of Coalinga in Fresno County and burned 1,649 acres.	Park Fire, Fresno County, July 17, 2017, west of Coalinga	2017-07-17T13:15:00Z	f44aec62-5d1d-422f-9ff9-dbef80e4e27f	2018-01-09T11:58:00Z	G1	No
2017.0	True	San Luis Obispo	35.4025	-120.4992	2017	06	26	True	CAL FIRE San Luis Obispo Unit	/incidents/2017/6/26/hill-fire/		All road closures are lifted. Please drive with caution.	40	2018-01-09T11:08:00Z		Park Hill Road and La Entrada, east of Santa Margarita	Hill Fire	The Hill Fire started on June 26, 2017 off Park Hill Road and La Entrada, east of Santa Margarita (San Luis Obispo County) and burned 1,598 acres.	San Luis Obispo County, Park Hill Road, La Entrada, Santa Margarita, June 2017	2017-06-26T15:27:00Z	81b37451-57b5-4050-a54d-e9750f84a567	2018-01-09T11:08:00Z	G1	No
2017.0	True	Fresno	36.269125	-120.620791	2017	07	02	True	CAL FIRE / Fresno County Fire	/incidents/2017/7/2/derrick-fire/			10	2018-01-09T11:41:00Z		off Los Gatos Creek Rd, west of Coalinga	Derrick Fire	The Derrick Fire started on July 2, 2017 off Los Gatos Creek Rd, west of Coalinga (Fresno County) and burned 1,538 acres.	Derrick Fire, Los Gatos Creek Rd, Coalinga, Fresno County, July 2017	2017-07-02T22:28:00Z	e3e75be1-8dea-4022-975b-34a0f25b57c0	2018-01-09T11:41:00Z	G1	No
2017.0	True	Madera	37.0825	-119.8011	2017	06	10	True	CAL FIRE Madera-Mariposa-Merced Unit	/incidents/2017/6/10/oakwood-fire/	Acreage reduced due to more accurate mapping.		20	2018-01-09T10:30:00Z		Oakwood Road and Road 406, northeast of Madera	Oakwood Fire	The Oakwood Fire started on June 10, 2017 off of Oakwood Road and Road 406, northeast of Madera, Madera County and burned 1,431 acres.	Oakwood Fire, June 2017, Oakwood Road and Road 406, Madera County	2017-06-10T13:19:00Z	d11a4f65-9523-40d8-989a-6603705e9638	2018-01-09T10:30:00Z	G1	No
2017.0	True	Riverside	33.98212	-117.30819	2017	08	13	True	CAL FIRE/Riverside County Fire	/incidents/2017/8/13/blaine-fire/			33	2018-01-09T12:38:00Z		Blaine Rd and Terrace Dr	Blaine Fire	The Blaine Fire started on August 13, 2017, off Blaine Rd and Terrace Dr in Box Spring Mountain in Riverside County and burned 1,044 acres.	Blaine Fire, Blaine Rd, Terrace Rd, Riverside County, August 2017, Box Spring Mountain	2017-08-13T16:10:00Z	c57ff6c2-e5df-48c5-831c-1dbad73df5ef	2018-01-09T12:38:00Z	G1	No
2017.0	True	Madera	37.21616	-119.48067	2017	09	03	True	CAL FIRE Madera-Mariposa-Merced Unit / Sierra National Forest	/incidents/2017/9/3/mission-fire/	All Mandatory Evacuation Orders and Advisories have been removed.	Douglas Station Road at Road 225; Rainbow Drive at Road 225; Cascade; Drive at Road 225	20	2018-01-09T13:18:00Z		Mission Dr. and Italian Bar Rd., 2 miles east of North Fork	Mission Fire	The Mission Fire started on September 3, 2017 off Mission Drive and Italian Bar Road, 2 miles east of North Fork (Madera County) and burned 1,035 acres.	Mission Fire, Madera County, Sierra National Forest, September 3, 2017, Sierra National Forest	2017-09-03T13:06:00Z	297d6516-ce4f-407d-93f8-9669dc6fd392	2018-01-09T13:18:00Z	G1	No
2017.0	True	Shasta	40.98352	-121.81623	2017	09	12	True	CAL FIRE Shasta-Trinity Unit	/incidents/2017/9/12/berry-fire/	"Firefighters continue working aggressively for full containment of the Berry Fire.

<p><a href=""https://twitter.com/CALFIRESHU"" target=""_blank"">CAL FIRE Shasta-Trinity Unit Twitter</a>"	<li>River Road is closed from Pit 4 Dam to Pit 3 Powerhouse</li>	45	2018-01-09T13:21:00Z		off of Baker Rd, east of Big Bend	Berry Fire	The Lighting Fire, renamed Berry Fire started on September 12, 2017 off of Baker Rd, northwest of Burney (Shasta County).	Lightning Fire, shasta county, 2017, September, Baker Rd, Burney Berry Fire	2017-09-12T06:58:00Z	4a015862-8ac1-4c91-aa4c-c9831630b75a	2018-01-09T13:21:00Z	G1	No
2017.0	True	Mendocino	39.30125	-123.28825	2017	07	16	True	CAL FIRE Mendocino Unit	/incidents/2017/7/16/grade-fire/	Fire crews will remain on scene for patrol, to extinguish interior hot spots and strengthen control lines.	Controlled traffic on Hwy 101	23	2018-01-09T11:56:00Z		Hwy 101, 5 miles northwest of Redwood Valley	Grade Fire	The Grade fire started on July 16, 2017 of Hwy 101, 5 miles northwest of Redwood Valley in Mendocino County and burned 900 acres.	Grade fire, Mendocino County, Hwy 101, July 16, 2017	2017-07-16T14:51:00Z	95cd2f17-1278-4cc9-90f4-000e4eba415a	2018-01-09T11:56:00Z	G1	No
2017.0	True	Nevada	39.24549	-121.12792	2017	10	09	True	CAL FIRE Nevada-Yuba-Placer Unit	/incidents/2017/10/9/lobo-fire-wind-complex/	"Mop up and patrol continues as hose is pulled from the burn area. Firefighters improved containment line on both the Cascade and LaPorte fires while increasing line on the Lobo fire. 

<p>Anyone needing information for recovery please contact your county OES office.
<br>Butte County (530) 538-7373
<br>Yuba County (530) 749-7520
<br>Nevada County (530) 265-1515
<br>Butte County residents can call the Fire Assistance Center (530) 538-7473 starting
Monday, October 16th.
<p>CAL FIRE Incident Management Team 2 has transitioned the fires within the Wind Complex back to the local CAL FIRE Unit.

<p>See the latest <a href=""http://cdfdata.fire.ca.gov/pub/cdf/images/incidentfile1870_2961.pdf"" target=""_blank"">Incident Update</a> for more information on this fire."		29	2018-02-09T09:51:00Z		near Lone Lobo Trail, Rough and Ready	Lobo Fire (Wind Complex)	The Lobo Fire started on October 9, 2017 near Lone Lobo Trail, Rough and Ready and burned 821 acres.	Lobo Fire, Nevada County, October 10, 2017, Rough and Ready, Lone Lobo Trail	2017-10-09T00:01:00Z	29c37ab7-3af9-458f-b6d3-72023a8c1046	2019-10-25T14:25:47.933Z	G1	No
2017.0	True	Tuolumne	37.905545	-120.408135	2017	07	29	True	CAL FIRE Tuolumne-Calaveras Unit	/incidents/2017/7/29/jacksonville-fire/			55	2018-01-09T12:09:00Z		Jacksonville Road, south of Jamestown	Jacksonville Fire	The Jacksonville Fire started July 29th 1017 off Jacksonville Road, south of Jamestown (Tuolumne County) and burned 690 acres.	Jacksonville Fire, July 28 2017, Jacksonville Road, Jamestown, Tuolummne County	2017-07-29T13:50:00Z	51e42770-97b4-4204-af57-8ab56992eb71	2018-01-09T12:09:00Z	G1	No
2017.0	True	Mariposa	37.37397	-119.83556	2017	09	03	True	CAL FIRE Madera-Mariposa-Merced Unit	/incidents/2017/9/3/peak-fire/			22	2018-01-09T12:51:00Z		Indian Peak Rd and Usona Rd, 9 miles southeast of Mariposa	Peak Fire	The Peak Fire started September 3, 2017, near Indian Peak Rd and Usona Rd, 9 miles southeast of Mariposa (Mariposa County) and burned 680 acres.	Peak Fire, Maraposa County, September 3 2017, Indian Peak Road, Usona Road, Mariposa	2017-09-03T13:10:00Z	c7a0a280-17c9-409b-85f9-fdda301b6ede	2018-01-09T12:51:00Z	G1	No
2017.0	True	Mariposa	37.3762	-119.9646	2017	06	28	True	CAL FIRE Madera-Mariposa-Merced Unit	/incidents/2017/6/28/ben-fire/	Forward progress has been stopped. Fire suppression resources continue to construct and improve containment lines around the fire's perimeter.	Road closures have been lifted	22	2018-01-09T11:10:00Z		off Ben Hur Road and Silver Bar Road	Ben Fire	The Ben Fire started on June 28, 2017 off Ben Hur Road and Silver Bar Road, in Mariposa County and burned 630 acres.	Ben Fire, June 2017, Ben Hur Road, Lower Silver Bar Road, Ashworth, Silver Bar Road, Mariposa County,	2017-06-28T15:49:00Z	d36387df-af2a-4b20-a94f-589fdccf67cd	2018-01-09T11:10:00Z	G1	No
2017.0	True	Riverside	33.95036	-116.88066	2017	08	14	True	CAL FIRE Riverside Unit	/incidents/2017/8/14/mias-fire/			33	2018-01-09T12:42:00Z		Misa Canyon Road and Bluff Street	Mias Fire	The Mias Fire started on August 14, 2017 off of Mias Canyon Road and Bluff Street, north of Banning (Riverside County) and burned 545 acres.	Mias Fire, Misa Canyon Road and Bluff Street, north of Banning, Riverside County, August 2017	2017-08-14T15:45:00Z	c3ad74dc-6842-463f-8808-05161a8ba570	2018-01-09T12:42:00Z	G1	No
2017.0	True	Siskiyou	41.3975	-122.8428	2017	07	05	True	CAL FIRE Siskiyou Unit	/incidents/2017/7/5/fay-fire/			47	2018-01-09T11:44:00Z		Highway 3 & Fay Lane, south of Etna	Fay Fire	The Fay Fire started on July 5, 2017 off Highway 3 & Fay Lane, south of Etna (Siskiyou County) and burned 469 acres.	Fay Fire, Highway 3, Fay Lane, Etna, Siskiyou County, July 2017	2017-07-05T11:05:00Z	b383e4bd-6815-4624-936c-be57715ce50e	2018-01-09T11:44:00Z	G1	No
2017.0	False	Los Angeles	34.09454	-118.48178	2017	12	06	True	Los Angeles City Fire	/incidents/2017/12/6/skirball-fire/	"<a href=""http://cdfdata.fire.ca.gov/pub/cdf/images/incidentfile1927_3371.pdf"" target=""_blank"">Skirball Fire Watershed Emergency Response Team (WERT) Final Report</a>"		19	2018-01-23T08:11:00Z		N Sepulveda Blvd at I-405	Skirball Fire	The Skirball Fire started on December 6, 2017 off N Sepulveda Blvd at I-405 and burned 422 acres. It was contained on December 15, 2017.	Skirball Fire, Los Angeles City Fire, Los Angeles County Fire, December 6, 2017	2017-12-06T06:31:00Z	2aad53ef-d6c3-43dc-92e6-b2f9881ff161	2018-01-23T08:11:00Z	G1	No
2017.0	True	San Diego	32.84796	-116.85396	2017	07	11	True	Unified Command: CAL FIRE San Diego Unit, Alpine Fire Protection District and  Lakeside Fire Protection District	/incidents/2017/7/11/jennings-fire/	Forward rate of spread has been stopped.		37	2018-01-09T11:52:00Z		I-8 and Old Hwy 80, Community of Lakeside	Jennings Fire	The Jennings fire started on July 11, 2017 off I-8 and Old Hwy 80, Community of Lakeside in San Diego County and burned 400 acres.	Jennings Fire, San Diego County, July 2017, Lakeside	2017-07-11T13:45:00Z	04b54dc3-10a2-4fdf-bfa6-60a1fe2b0f7d	2018-01-09T11:52:00Z	G1	No
2017.0	True	Nevada	39.34292	-121.12004	2017	08	30	True	CAL FIRE Nevada-Yuba-Placer Unit	/incidents/2017/8/30/pleasant-fire/	Fire suppression repair, mop-up and patrol continues throughout the burn area. Residents should see a reduced presents of fire personnel in the coming days. Thank you to the residents of North San Juan for your patience. We appreciate your support.	All road closures have been lifted.	29	2018-01-09T12:48:00Z		Off Hwy 49 & Pleasant Valley Rd, south of North San Juan	Pleasant Fire	The Pleasant Fire started on Aug 30, 2017 off Hwy 49 & Pleasant Valley Rd, south of North San Juan Nevada County and burned 392 acres.	Pleasant Fire, Highway 49, Pleasant Valley Road, North San Juan, Nevada County, September 2017	2017-08-30T15:38:00Z	f571f91e-bc07-450c-8822-3ecc61a27863	2018-01-09T12:48:00Z	G1	No
